listing-title,agent,area,district,sub-district,land-size,bedroom,bathroom,listing-price,cluster
dijual sektor nusaloka bsd,nori iskandar ,Serpong,Serpong,Serpong,45,2,1,1150000000.0,0
dijual bsd sektor nusaloka,nori iskandar ,Serpong,Serpong,Serpong,130,3,2,2000000000.0,0
dijual griya loka bsd,nori iskandar ,BSD,,,45,2,1,1400000000.0,0
dijual giri loka bsd city,dian ,BSD,,,250,5,3,3900000000.0,2
dijual rumah cluster amanah garden village 8,candra budiawan ,Pamulang,Pamulang,Benda,65,3,2,875000000.0,0
dijual rumah kokoh 2 lantai di sektor 9 bintaro siap huni 9933 pj,ade muliana ,Bintaro,,Bintaro,220,4,4,3000000000.0,2
dijual dijual rumah minimalis 2 lantai siap huni di cluster pamulang tangerang selatan,kristiyanti ,Pamulang,Pamulang,,120,3,2,725000000.0,0
dijual dijual murah rumah siap huni di parigi baru pondok aren,irmawati ,,Pondok Aren,Pondok Aren,45,2,1,675000000.0,0
dijual dijual rumah full renovasi siap huni di graha raya bintaro,kristiyanti ,Bintaro,,Bintaro,100,4,3,1850000000.0,0
dijual dijual cepat rumah bagus 2 lantai siap huni di pondok aren tangerang selatan,kristiyanti ,,Pondok Aren,Pondok Aren,140,5,4,1000000000.0,0
dijual ciater bsd,lilis ,BSD,,,100,4,3,835000000.0,0
dijual dijual rumah murah 1 lantai siap huni di green serpong bintaro all in,laurien dymas nandarie ,Bintaro,Serpong,Serpong,41,2,1,1090000000.0,0
dijual rumah asri di bintaro jaya dekat bintaro plaza stasiun ka harganego,christin ,Bintaro,,Bintaro,120,4,2,2600000000.0,0
dijual serpong green park,lusi ariati ,,Ciputat,Ciputat,125,4,3,1290000000.0,0
dijual new serpong estate,lusi ariati ,Serpong,Serpong,Serpong,75,2,2,1450000000.0,0
dijual dijual murah rumah daerah pamulang,angelica yemima chrisa ,Pamulang,Pamulang,,125,3,1,675000000.0,0
dijual cmore residence,abdik maulana ,Pamulang,Pamulang,,40,2,1,590000000.0,0
dijual rumah luas dan besar dijual di pamulang barat,angelica yemima chrisa ,Pamulang,Pamulang,,296,4,3,2700000000.0,2
dijual promo terbaru diskon 12 rumah lebar 10 cluster the blizfield bsd,adul ,Serpong,Serpong,Serpong,248,4,4,6387006560.0,2
dijual 2 lantai rumah dijual dekat universitas pamulang good price,angelica yemima chrisa ,Pamulang,Pamulang,,186,3,2,750000000.0,0
dijual dijual rumah baru mewah di bsd,dessy nurhayati ,BSD,,,401,6,5,6900000000.0,1
dijual rumah modern minimalis termurah,rae ,Pamulang,Pamulang,Benda,50,3,2,645000003.0,0
dijual hunian clasic modern 2 lantai,rae ,Pamulang,Pamulang,Serpong,50,3,2,645000011.0,0
dijual dijual rumah murah dan mewah di bintaro sektor 3a dekat stasiun pondok ranji,hery yahya ,Bintaro,,Bintaro,72,2,2,1500000000.0,0
dijual promo harga murah hanya 600 jt an,rae ,Pamulang,Pamulang,Pondok Aren,50,3,2,645000020.0,0
dijual hunian 2 lantai kawasan asri dan nyaman,rae ,Pamulang,Ciputat,Ciputat,50,3,2,645000055.0,0
dijual jual rumah 2 lantai harga promo,rae ,Pamulang,Pamulang,Benda,50,3,2,645000012.0,0
dijual rumah 2 5 lantai hanya 800jtan selangkah ke stasiun sudimara,hery yahya ,Bintaro,,Bintaro,72,2,2,888000000.0,0
dijual rumah modern minimalis harga terjangkau,rae ,BSD,,Benda,50,3,2,645000001.0,0
dijual hunian 2 lantai hanya 600 jt an,rae ,Pamulang,Ciputat,Ciputat,50,3,2,645000011.0,0
dijual dijual cluster baru harga dulu,rae ,Pamulang,Ciputat,Ciputat,50,3,2,644000004.0,0
dijual modern minimalis harga nggak bikin nangis,rae ,Pamulang,Pamulang,Benda,50,3,2,645001100.0,0
dijual dijual rumah dekat kantor walikota 600 jt an,rae ,Pamulang,Ciputat,Ciputat,50,3,2,645000011.0,0
dijual rumah 2 lantai 600 jt an asri,alvina ,Pamulang,Pamulang,,66,3,3,600000000.0,0
dijual dijual rumah indah dan mewah di bsd city welton at hiera,ronaldi ,BSD,Serpong,Serpong,118,3,3,2500000000.0,0
dijual dijual rumah di bsd city welton at hierra 2 lantai strategis dan ideal,ronaldi ,BSD,Pondok Aren,Pondok Aren,118,3,3,2500000000.0,0
dijual sanur valley,alvina ,Alam Sutera,,,66,3,3,600000000.0,0
dijual rumah 2 lantai tanpa dp,alvina ,Serpong,Serpong,Serpong,66,3,2,600000000.0,0
dijual rumah di graha raya cluster celesta lt 72 m2 11,nia utania ,Serpong,Serpong,Serpong Utara,72,3,1,1200000000.0,0
dijual jual rumah hotsale di permata sektor 9 bintaro 9829 pj,ade muliana ,Bintaro,,Bintaro,144,5,4,1295000000.0,0
dijual dijual rumah sektor 1 jalan merak bintaro,irmawati ,Bintaro,,Bintaro,100,3,2,2500000000.0,0
dijual dijual rumah 2 lantai full decor cluster lines residence graha raya,irmawati ,Bintaro,,Bintaro,162,0,0,2000000000.0,0
dijual murraaah dijual rumah cluster baru di jl benda pamulang,suwanto ,Pamulang,Pamulang,Benda,70,3,2,890000000.0,0
dijual sutera winona,abuy tjia ,Serpong,Serpong,Serpong Utara,277,5,4,6200000000.0,2
dijual bsd cluster the icon,wita waryuni ,BSD,,,401,5,4,6900000000.0,1
dijual sutera winona,abuy tjia ,Serpong,Serpong,Serpong Utara,195,4,3,4100000000.0,2
dijual dijual rumah green hills ciputat tangerang selatan,irmawati ,,Ciputat,Ciputat,90,2,1,1450000000.0,0
dijual dijual rumah puri sentosa kademangan setu bsd tangerang selatan,irmawati ,BSD,,,180,4,3,1400000000.0,0
dijual rumah milenial 2 lantai baroni extension,cindy octaviani ,BSD,Serpong,Serpong,69,3,2,1589300000.0,0
dijual greenwich bsd city,ressy yudo praharyo ,BSD,,,480,5,5,8199999999.999999,1
dijual dijual rumah 2 lantai sangat strategis di strozzi at summarecon,ronaldi ,Gading Serpong,Serpong,Serpong Utara,92,3,2,2400000000.0,0
dijual dijual rumah mewah di strozzi at summarecon attic view indah,ronaldi ,Gading Serpong,Serpong,Serpong,92,3,2,2400000000.0,0
dijual rumah dijual area emerald bintaro siap huni 1391,dewi rahma ,Bintaro,Pondok Aren,Pondok Aren,89,4,4,2350000000.0,0
dijual rumah cluster di tangsel ciputat dekat ke jakarta,prihakmoko ,,Ciputat,Ciputat,43,2,1,675000000.0,0
dijual bsd city taman telaga golf,prihakmoko ,BSD,,,800,5,7,15000000000.0,1
dijual dijual rumah full renov semi furnished di bsd,wenny syahrir ,Serpong,Serpong,Lengkong Gudang,240,6,7,5900000000.0,2
dijual dijual rumah murah 1 lantai siap huni di fortune spring graha raya all in,laurien dymas nandarie ,,Ciputat,Ciputat,53,3,2,1300000000.0,0
dijual rumah siap huni kencana loka bumi serpong damai bsd,peter sanusi ,BSD,,,107,3,2,2500000000.0,0
dijual nara village,peter sanusi ,Gading Serpong,Serpong,Serpong,116,3,3,3500000000.0,0
dijual jopos graha lestari,m noor chandra ,,Pondok Aren,Pondok Aren,250,3,3,2000000000.0,2
dijual kebayoran residence,m noor chandra ,Bintaro,,Bintaro,84,3,2,2200000000.0,0
dijual alam sutera tangerang selatan,ari ,Alam Sutera,,,110,3,3,3100000000.0,0
dijual komplek pajak,m noor chandra ,,Pondok Aren,Pondok Aren,130,3,3,1550000000.0,0
dijual exclusive rumah mewah dekat club house di kebayoran bintaro sc9437iq,shanty ,Bintaro,,Bintaro,244,4,3,4999000000.0,2
dijual gading serpong,andi ,Gading Serpong,Serpong,Serpong,150,4,4,2200000000.0,0
dijual rumah di kav alam segar pamulang tangsel,prihakmoko ,Pamulang,Pamulang,,220,4,3,1649999999.0,0
dijual dijual rumah mewah di cluster caribbean flaminggo siap tinggal,ronaldi ,Gading Serpong,Serpong,Serpong Utara,132,3,2,2900000000.0,0
dijual dijual rumah mewah dan nyaman di cluster caribbean flaminggo serpong,ronaldi ,Gading Serpong,Serpong,Serpong,132,3,2,2900000000.0,0
dijual ciputat timur,ruth megawati ,,Ciputat,Ciputat,120,3,3,2400000000.0,0
dijual dijual rumah siap huni dikawasan bsd one get syatem,iva yunita ,BSD,,,300,6,7,5500000000.0,2
dijual dijual rumah siap huni nyaman dikawasan bintaro,iva yunita ,Bintaro,,Bintaro,131,5,4,2850000000.0,0
dijual classic cozy javanese house di bintaro,aii dyana ,Bintaro,,Bintaro,750,10,4,11000000000.0,1
dijual rumah dijual dibsd,iva yunita ,BSD,,,110,2,2,1300000000.0,0
dijual promo subsidi dp rumah siap huni cluster caelus greenwich park bsd,adul ,Serpong,Serpong,Serpong,250,4,4,9227284200.0,2
dijual dijual rumah di kawasan bsd bebas banjir nyaman one get system,iva yunita ,BSD,,,150,5,4,2150000000.0,0
dijual ciledug indah 1,a n kholil ,,,,50,2,2,50000000.0,0
dijual graha raya fortune garden,slamet margono ,Bintaro,,Bintaro,55,2,2,1213800000.0,0
dijual rumah dijual cluster emerald phg gading serpong semi furnished,lina ,Gading Serpong,Serpong,Serpong,230,5,4,4400000000.0,2
dijual rumah dijual posisi hadap taman di cluster darwin gading serpong,lina ,Gading Serpong,Serpong,Serpong,133,3,2,2600000000.0,0
dijual jarang ada rumah hommy area strategis di kebayoran bintaro sc9511iq,shanty ,Bintaro,,Bintaro,172,3,3,3400000000.0,2
dijual villa melati mas,kayla liu ,Serpong,Serpong,Serpong Utara,300,6,4,3200000000.0,2
dijual jalan gandasasmita serua,krisna ,,Ciputat,Ciputat,91,2,1,800000000.0,0
dijual best quality rumah mewah siap huni di kebayoran bintaro gb9789iq,shanty ,Bintaro,,Bintaro,250,4,3,6500000000.0,2
dijual majesta residence,krisna ,,Ciputat,Ciputat,64,3,2,1280000000.0,0
dijual vazza,slamet margono ,,Pondok Aren,Pondok Aren,69,0,0,1200000000.0,0
dijual rumah dijual siap huni harga murah di puyuh barat bintaro sektor 5,moureen shah ,Bintaro,,Bintaro,156,3,2,1500000000.0,0
dijual rumah dijual bergaya villa dengan suasana jawa asri dan sejuk serta terdapat kolam renang bintaro,moureen shah ,Bintaro,,Bintaro,700,7,4,12500000000.0,1
dijual bintaro jaya sektor 9 taman puri bintaro,moureen shah ,Bintaro,,Bintaro,179,3,3,4250000000.0,2
dijual bintaro jaya sektor 9 taman puri bintaro,moureen shah ,Bintaro,,Bintaro,500,5,2,8250000000.0,1
dijual rumah dijual siap huni di perkutut bintaro sektor 2,moureen shah ,Bintaro,,Bintaro,200,3,1,2200000000.0,0
dijual rumah strategis di daerah tanggerang selatan,qory khairiyah ,Pamulang,Pamulang,,40,3,1,700000000.0,0
dijual rumah mewah dijual luas di kebayoran residence bintaro sektor 7,moureen shah ,Bintaro,,Bintaro,220,3,3,6500000000.0,2
dijual promo disc 13 rumah corner cluster caelus greenwich park bsd,adul ,Serpong,Serpong,Serpong,250,4,4,8919708060.0,2
dijual rumah dijual luas murah di ciputat cendrawasih,moureen shah ,,Ciputat,Ciputat,250,3,2,4000000000.0,2
dijual dijual rumah murah 2 lantai di tangerang selatan,susilo budi riyanto ,Pamulang,Pamulang,,200,4,2,875000000.0,0
dijual bintaro jaya sektor 9 taman puri bintaro,kiki zuliasari ,Bintaro,,Bintaro,350,5,6,7500000000.0,2
dijual b new tropical minimalis dlm cluster di cirendeu,dody hariawan ,Cirendeu,Ciputat,Ciputat,115,3,3,1600000000.0,0
dijual rumah dijual bagus siap huni di discovery aluvia bintaro sektor 9,moureen shah ,Bintaro,,Bintaro,117,3,2,2700000000.0,0
dijual rumah 2 lantai grikola bsd,yoehanes kurniawan ,Gading Serpong,Serpong,Serpong,250,6,3,3900000000.0,2
dijual bsd,vivi agustina ,Serpong,Serpong,Serpong,260,4,3,2950000000.0,2
dijual bintaro sektor 9 vania permata,moureen shah ,Bintaro,,Bintaro,170,4,3,2550000000.0,0
dijual rumah hook murah di bintaro jaya sektor 5 semi furnish,sherly ,Bintaro,,Bintaro,186,5,4,3500000000.0,2
dijual kompleks bintaro area,indra gunawan ,Bintaro,,Bintaro,310,5,4,3375000000.0,2
dijual rumah mewah furnish discovery bintaro jaya sektor 9,indra gunawan ,Bintaro,,Bintaro,160,4,3,4200000000.0,2
dijual turun harga rumah 199 t520 m2 deket mall plaza bintaro jaya sektor3,indra gunawan ,Bintaro,,Bintaro,100,2,2,3950000000.0,0
dijual new brand rumah 260 t264 2lt ada lahan u kolam renang bintaro jaya sektor 5,indra gunawan ,Bintaro,,Bintaro,260,4,4,4950000000.0,2
dijual jual rumah 350 t131 4 kt 3lnt minimalis modern bintaro jaya sektor 9 m1,indra gunawan ,Bintaro,,Bintaro,350,4,5,3950000000.0,2
dijual rumah dekat mall bintaro plaza,indra gunawan ,Bintaro,,Bintaro,350,4,5,4900000000.0,2
dijual rumah mewah 412 360 lantai 2 bintaro jaya sektor 3 deket mall bintaro plaza,indra gunawan ,Bintaro,,Bintaro,412,5,3,7750000000.0,1
dijual dekat bp,indra gunawan ,Bintaro,,Bintaro,350,4,5,4900000000.0,2
dijual brand new runah 170 t117 american classic modern cluster bintaro jaya sektor 9,indra gunawan ,Bintaro,,Bintaro,170,4,4,3100000000.0,0
dijual jual rumah 575 t600 mewah prime locaion menteng bintaro jaya,indra gunawan ,Bintaro,,Bintaro,575,4,5,11500000000.0,1
dijual dijual cepat rumah dalam cluster dekat bintaro,rohim ,,Ciputat,Ciputat,100,2,2,1180000000.0,0
dijual cirendeu,dody hariawan ,Cirendeu,Ciputat,Ciputat,600,3,3,5900000000.0,1
dijual buruan beli rumah hommy area strategis di discovery bintaro sc8791iq,shanty ,Bintaro,,Bintaro,117,3,2,2900000000.0,0
dijual dijual rumah siap huni di pamulang tangerang,kirina triyunowati ,Pamulang,Pamulang,,92,3,2,2100000000.0,0
dijual dijual rumah cantik siap huni di bintaro jaya sektor 3,kirina triyunowati ,Bintaro,,Bintaro,500,3,3,10750000000.0,1
dijual dijual rumah murah bagus dekat bintaro sektor 9,rohim ,Bintaro,,Bintaro,190,4,3,2300000000.0,0
dijual dijual rumah bagus siap huni dekat stasiun,rohim ,,Pondok Aren,Pondok Aren,51,2,1,925000000.0,0
dijual dijual rumah cantik siap huni di kebayoran bintaro,kirina triyunowati ,Bintaro,,Bintaro,99,3,3,2600000000.0,0
dijual dijual rumah bagus dekat kampus stan bintaro,rohim ,,Pondok Aren,Pondok Aren,51,2,1,900000000.0,0
dijual dijual rumah cantik siap huni di bintaro,kirina triyunowati ,Bintaro,,Bintaro,250,6,3,6450000000.0,2
dijual dijual cepat rumah bagus area graha bintaro,rohim ,Bintaro,,Bintaro,210,4,2,1800000000.0,0
dijual dijual rumah siap huni di bintaro,laurentia linda ,Bintaro,,Bintaro,120,2,2,1700000000.0,0
dijual dijual rumah bagus nyaman at ciputat,rohim ,,Ciputat,Ciputat,200,5,4,2500000000.0,2
dijual dijual rumah dengan lingkungan bagus di bintaro,laurentia linda ,Bintaro,,Bintaro,150,3,2,1550000000.0,0
dijual dijual rumah minimalis siap huni di graha bintaro,laurentia linda ,Bintaro,,Bintaro,132,3,3,3200000000.0,0
dijual rumah bagus menarik area bintaro sektor 9,rohim ,Bintaro,,Bintaro,188,3,3,2300000000.0,0
dijual dijual rumah bagus nyaman area bintaro,rohim ,Bintaro,,Bintaro,250,3,4,3000000000.0,2
dijual rumah aesthetic cocok buat millenial di tangsel,rosita ,Serpong,Serpong,Serpong,55,3,2,900000000.0,0
dijual rumah bagus menarik puri bintaro sektor 9,rohim ,Bintaro,,Bintaro,200,4,4,3300000000.0,2
dijual rumah sultan harga murah di tangsel,rosita ,,Ciputat,Ciputat,114,5,4,1344630000.0,0
dijual rumah hook termurah di tangerang selatan cicilan mulai 3jutaan,rosita ,,Ciputat,Ciputat,40,2,1,676305000.0,0
dijual alam serua 2,rosita ,,Ciputat,Ciputat,40,2,1,676305000.0,0
dijual rumah hommy cantik lingkungan premium di discovery bintaro gb9555iq,shanty ,Bintaro,,Bintaro,250,4,3,5500000000.0,2
dijual dijual rumah cantik desain modern di bsd city,patar ,BSD,,,200,4,3,4000000000.0,2
dijual telaga golf bsd city,patar ,BSD,,,200,3,3,2850000000.0,2
dijual icon bsd city,patar ,BSD,,,401,5,5,6900000000.0,1
dijual bsd serpong tangerang,dessy nurhayati ,BSD,,,175,4,4,4100000000.0,2
dijual bsd,dessy nurhayati ,BSD,,,170,4,4,5500000000.0,2
dijual rumah lama hitung tanah dalam komplek nyaman di ciputat,ifa debrianti ,,Ciputat,Ciputat,180,4,3,1800000000.0,0
dijual rumah dijual icon cosmo bsd serpong bangunan mandiri sebelah taman kualitas atas,leonardi tanzil ,BSD,,,355,5,4,6100000000.0,2
dijual dijual rumah di pondok jurang mangu indah,lilis cincin purmaswati ,Bintaro,,Bintaro,290,10,5,3000000000.0,2
dijual rumah super mewah bergaya clasic eropa cluster onyx,rio swan ,Alam Sutera,,,700,5,5,8880000000.0,1
dijual rumah tahap pembangunan di jalan garuda kencana bsd city,yulia ,BSD,,,200,3,3,4500000000.0,2
dijual the patio premiere bsd,hairul huda ,BSD,,,100,4,3,1670000000.0,0
dijual the patio residence,hairul huda ,Serpong,Serpong,Serpong,69,2,2,1000000000.0,0
dijual rumah mewah harga terjangkau nempel pondok indah,maria ,Bintaro,,Bintaro,425,3,4,5900000000.0,2
dijual pondok aren jurang mangu timur,hari delpiero susanto ,,Pondok Aren,Pondok Aren,50,2,1,450000000.0,0
dijual jual rumah graha raya bintaro,artha ,Bintaro,Serpong,Serpong Utara,120,5,3,1900000000.0,0
dijual rumah murah siap huni di bsd dekat aeon mall bsd city,idham alfahruji ,BSD,Serpong,Lengkong Gudang,140,4,3,3300000000.0,0
dijual naraya serpong,surjadie ,Serpong,Serpong,Serpong,71,3,2,975000000.0,0
dijual naraya serpong,surjadie ,Serpong,Serpong,Serpong,88,3,2,1242000000.0,0
dijual di jual rumah 2lantai dengan rooftop di kawasan bintaro,cila ,Bintaro,,Bintaro,65,2,2,990000000.0,0
dijual di jual rumah cluster 2 lantai di ciputat dekat uin jakarta dekat pasar jaya ciputat dekat ramayana,sugianto ,,Ciputat,Ciputat,73,3,2,1380000000.0,0
dijual dijual rumah di gading serpong,stella sung ,Gading Serpong,Serpong,Serpong,175,3,2,3550000000.0,2
dijual rumah strategis di pamulang,ur ependi ,Pamulang,Pamulang,,190,5,2,850000000.0,0
dijual di jual rumah murah siap huni di graha raya bintaro,ur ependi ,Bintaro,,Bintaro,320,5,3,2750000000.0,2
dijual bintaro jaya sektor 9,syamsul bahrie ,Bintaro,,Bintaro,80,3,2,1575000000.0,0
dijual dijual cepat rumah bebas banjir harga nego strategis dekat ciputat bisa kpr,sarah maghfiratan warahmah ,,Ciputat,Ciputat,156,4,2,1360000000.0,0
dijual rumah dijual minimalis bebas banjir strategis di serpong city paradise harga all in bisa kpr,yonathan mouses ,Serpong,Serpong,Serpong,99,2,2,1030000000.0,0
dijual dijual rumah hook minimalis modern di pondok aren residence harga all in siap kpr,sarah maghfiratan warahmah ,,Pondok Aren,Pondok Aren,45,2,1,936000000.0,0
dijual dijual rumah luas bisa kpr di pamulang harga nego,yonathan mouses ,Pamulang,Pamulang,,90,2,2,1404000000.0,0
dijual dijual rumah bagus minimalis strategis di pondok jati residence pondok aren harga all in siap kpr,yonathan mouses ,,Pondok Aren,Pondok Aren,70,4,2,1050000000.0,0
dijual jual cepat rumah cluster strategis alegria park bsd city,laurentius hery ,BSD,,,91,3,2,1900000000.0,0
dijual rumah pamulang juta free biaya dekat rs vitalaya,agus budi ,Pamulang,Pamulang,,45,2,1,659000000.0,0
dijual rumah besar dan bagus di nusa loka bsd city di jual cepat,purba ,BSD,,,140,4,3,2600000000.0,0
dijual jual rumah siap huni di cendana green village dekat pamulang harga all in siap kpr dp ringan,sarah maghfiratan warahmah ,Pamulang,Pamulang,,36,2,1,530000000.0,0
dijual jual rumah seken harga nego biaya all in strategis di serpong lagoon tangsel bisa kpr,astried ,Serpong,Serpong,Serpong,59,2,2,1000000000.0,0
dijual rumah dijual di cluster diandre citra garden serpong,evi yanthy ,Serpong,Serpong,Serpong,95,3,3,1714056403.0,0
dijual rumah dijual di bintaro rumah mewah full bata merah hanya 900jtan,cicilia ,Bintaro,Ciputat,Ciputat,70,3,2,930000000.0,0
dijual jual cepat rumah di villa dago pamulang rp 1 7 m nego,roswina eka putri ,Pamulang,Pamulang,,182,4,4,1700000000.0,0
dijual rumah 15 menit stasiun bsd,wiwik ,BSD,Serpong,Serpong,59,3,2,1132000000.0,0
dijual jual rumah di cluster bintaro dekat bintaro plaza rp 1 75 m nego,roswina eka putri ,Bintaro,,Bintaro,144,5,3,1750000000.0,0
dijual palem puri bintaro,winarto ,Bintaro,,Bintaro,200,5,4,2350000000.0,2
dijual serpong rumah 2 lantai termurah hanya 500 jutaan di serpong paradise city mojoo residence serpong,bunga salsabila ,Serpong,Serpong,Serpong,55,3,2,500000000.0,0
dijual bintaro rumah 2 lantai termurah hanya 600 jutaan di bintaro d lavia residence bintaro,bunga salsabila ,Bintaro,Pondok Aren,Pondok Aren,55,3,2,600000000.0,0
dijual sarana indah permai,kelly ,,Ciputat,Ciputat,110,3,2,1500000000.0,0
dijual jual rumah cantik minimalis di serpong dekat bsd,marwan albanna ,BSD,,,30,2,1,559000000.0,0
dijual dijual rumah cluster bsd siap huni sudah full renov jadi 3 kamar,bungaria galinging ,BSD,,,88,3,2,1450000000.0,0
dijual bukit nusa indah ciputat,hari delpiero susanto ,,Ciputat,Ciputat,100,3,2,1330000000.0,0
dijual jual rumah murah di serpong bsd listrik under ground,marwan albanna ,Serpong,Serpong,Serpong,30,2,1,499000000.0,0
dijual rumah modern dim kota serpong selangkah ke bsd,marwan albanna ,Serpong,Serpong,Serpong,30,2,1,739000000.0,0
dijual jual rumah di golden hill serpong dekat bsd,marwan albanna ,BSD,,,30,2,2,559000000.0,0
dijual kencanaloka bsd tangsel,noryke irma ,BSD,,,300,6,4,3800000000.0,2
dijual nusaloka bsd tangsel,noryke irma ,BSD,,,160,4,3,2150000000.0,0
dijual jual rumah minimalis tapi keren di serpong stock terbatas,marwan albanna ,Serpong,Serpong,Serpong,30,2,1,499000000.0,0
dijual bintaro,hari delpiero susanto ,Bintaro,,Bintaro,60,2,1,1250000000.0,0
dijual pamulang permai tangsel,nurahayati ,Pamulang,Pamulang,,45,2,1,650000000.0,0
dijual foresta bsd tangsel,noryke irma ,BSD,,,290,6,5,5500000000.0,2
dijual pamulang estate,dhenis emanuel ,Pamulang,Pamulang,,450,5,4,2800000000.0,2
dijual serpong estate bsd tangsel,noryke irma ,BSD,Serpong,Serpong,150,5,4,1650000000.0,0
dijual kencanaloka ext bsd tangsel,noryke irma ,BSD,,,206,4,3,3100000000.0,2
